Year,Month,Tmax,Tmin,SumOfPrecipitations
2022,2,3.2562805175781477,-33.1334289550781,66.75863647460938
2022,3,10.522607421875023,-27.09697570800779,66.27559661865234
2022,4,21.179528808593773,-14.401464843749977,57.109954833984375
2022,5,28.207818603515648,-4.653997802734352,72.11727142333984
2022,6,31.709771728515648,0.6759582519531477,89.657470703125
2022,7,30.514978027343773,4.396112060546898,82.47174835205078
2022,8,29.591821289062523,3.7872863769531477,72.93868255615234
2022,9,27.692071533203148,-0.45471801757810226,86.6323471069336
2022,10,22.648950195312523,-6.930639648437477,87.8594741821289
2022,11,13.206689453125023,-17.436483764648415,104.8770980834961
2022,12,4.202325439453148,-28.987554931640602,80.7576675415039
2023,1,2.3620849609375227,-32.8404602050781,78.83251953125
2023,2,4.501397705078148,-32.9442199707031,53.27859878540039
2023,3,11.222985839843773,-28.625921630859352,51.91941452026367
2023,4,20.611871337890648,-13.551550292968727,62.96052169799805
2023,5,29.327844238281273,-4.792852783203102,58.98687744140625
2023,6,30.823205566406273,1.0376220703125227,93.239501953125
2023,7,30.954431152343773,4.756219482421898,83.8870849609375
2023,8,29.979394531250023,4.145867919921898,80.76025390625
2023,9,27.411309814453148,-1.4526733398437273,90.51703643798828
2023,10,22.262902832031273,-6.103613281249977,82.6116943359375
2023,11,13.743798828125023,-20.447088623046852,89.67144012451172
2023,12,3.8376403808593977,-28.479437255859352,70.85074615478516
2024,1,2.0309692382812727,-33.85672607421873,82.81513214111328
2024,2,4.565484619140648,-33.287557983398415,61.34675979614258
2024,3,12.045465087890648,-28.119329833984352,60.1668815612793
2024,4,21.350427246093773,-12.871008300781227,62.64265823364258
2024,5,29.417871093750023,-4.263372802734352,64.36438751220703
2024,6,31.042932128906273,2.0920043945312727,102.9849624633789
2024,7,31.422875976562523,5.354394531250023,84.90433502197266
2024,8,29.764245605468773,3.8300109863281477,87.38137817382812
2024,9,27.948419189453148,-1.8600830078124773,88.83092498779297
2024,10,22.612329101562523,-6.301977539062477,86.03730010986328
2024,11,11.314569091796898,-16.600286865234352,90.9366683959961
2024,12,4.238946533203148,-28.598455810546852,78.9126205444336
2025,1,1.9256835937500227,-34.55557861328123,79.82308197021484
2025,2,3.1815124511718977,-33.563742065429665,61.93038558959961
2025,3,11.992059326171898,-28.816656494140602,63.63199996948242
2025,4,23.001428222656273,-13.067816162109352,66.59093475341797
2025,5,29.158441162109398,-4.493780517578102,76.7127914428711
2025,6,30.225061035156273,0.6240783691406477,82.05465698242188
2025,7,30.875085449218773,5.604638671875023,62.70627975463867
2025,8,30.556176757812523,3.9780212402343977,86.17720794677734
2025,9,27.536401367187523,-0.9506591796874773,87.62418365478516
2025,10,21.245141601562523,-6.569006347656227,88.7330322265625
2025,11,14.239709472656273,-15.751898193359352,82.60904693603516
2025,12,4.129083251953148,-27.10155334472654,76.68480682373047
