Year,Month,Variable,eco1
1991,4,Tmax,1.6561828613281475
1991,5,Tmax,10.762689208984398
1991,6,Tmax,19.293359375000023
1991,7,Tmax,21.316766357421898
1991,8,Tmax,19.919274902343773
1991,9,Tmax,17.819573974609398
1991,10,Tmax,9.865686035156273
1991,11,Tmax,-1.5402282714843525
1991,12,Tmax,-3.9950317382812273
1992,1,Tmax,-8.113256835937477
1992,2,Tmax,-7.151861572265602
1992,3,Tmax,-3.624243164062477
1992,4,Tmax,9.321221923828148
1992,5,Tmax,11.423272705078148
1992,6,Tmax,17.434960937500023
1992,7,Tmax,22.747460937500023
1992,8,Tmax,20.391656494140648
1992,9,Tmax,14.952050781250025
1992,10,Tmax,8.267602539062523
1992,11,Tmax,-0.0004333496093522
1992,12,Tmax,-4.698919677734352
1993,1,Tmax,-8.587744140624977
1993,2,Tmax,-9.736853027343727
1993,3,Tmax,-6.454321289062477
1993,4,Tmax,0.9000793457031477
1993,5,Tmax,13.385339355468773
1993,6,Tmax,15.853753662109398
1993,7,Tmax,22.2797790527344
1993,8,Tmax,19.011529541015648
1993,9,Tmax,14.577539062500025
1993,10,Tmax,6.630426025390648
1993,11,Tmax,0.0829101562500227
1993,12,Tmax,-6.918035888671852
1994,1,Tmax,-8.054479980468727
1994,2,Tmax,-7.281774902343727
1994,3,Tmax,-0.1219238281249772
1994,4,Tmax,6.228265380859398
1994,5,Tmax,11.359826660156273
1994,6,Tmax,18.780938720703148
1994,7,Tmax,22.088525390625023
1994,8,Tmax,22.8420349121094
1994,9,Tmax,17.259179687500023
1994,10,Tmax,8.176782226562523
1994,11,Tmax,2.3537536621093977
1994,12,Tmax,-4.927618408203102
1995,1,Tmax,-13.230749511718727
1995,2,Tmax,-8.443304443359352
1995,3,Tmax,-1.9894165039062277
1995,4,Tmax,6.922570800781273
1995,5,Tmax,13.654534912109398
1995,6,Tmax,18.156640625000023
1995,7,Tmax,21.4560485839844
1995,8,Tmax,21.280938720703148
1995,9,Tmax,18.113336181640648
1995,10,Tmax,7.043817138671898
1995,11,Tmax,1.4764038085937727
1995,12,Tmax,-5.012579345703102
1996,1,Tmax,-11.375891113281227
1996,2,Tmax,-10.925756835937475
1996,3,Tmax,0.5974365234375227
1996,4,Tmax,5.816766357421898
1996,5,Tmax,14.166009521484398
1996,6,Tmax,19.331750488281276
1996,7,Tmax,19.826348876953148
1996,8,Tmax,23.681451416015648
1996,9,Tmax,15.688470458984398
1996,10,Tmax,8.467523193359398
1996,11,Tmax,0.5702758789062727
1996,12,Tmax,-3.669653320312477
1997,1,Tmax,-7.404669189453102
1997,2,Tmax,-5.896246337890602
1997,3,Tmax,1.1655517578125227
1997,4,Tmax,6.744653320312523
1997,5,Tmax,12.687554931640648
1997,6,Tmax,18.064416503906276
1997,7,Tmax,24.172326660156276
1997,8,Tmax,21.777429199218773
1997,9,Tmax,17.276483154296898
1997,10,Tmax,10.458856201171898
1997,11,Tmax,0.6428466796875227
1997,12,Tmax,-7.055883789062477
1998,1,Tmax,-13.205725097656227
1998,2,Tmax,-7.866522216796852
1998,3,Tmax,-5.211798095703102
1998,4,Tmax,4.589929199218773
1998,5,Tmax,11.257073974609398
1998,6,Tmax,18.062066650390648
1998,7,Tmax,21.8251892089844
1998,8,Tmax,19.533044433593773
1998,9,Tmax,15.560906982421898
1998,10,Tmax,8.976159667968773
1998,11,Tmax,1.3179260253906475
1998,12,Tmax,-5.828131103515602
1999,1,Tmax,-7.039526367187477
1999,2,Tmax,-0.4718688964843522
1999,3,Tmax,-2.3360961914062277
1999,4,Tmax,4.381616210937523
1999,5,Tmax,8.582910156250023
1999,6,Tmax,20.661553955078148
1999,7,Tmax,23.492791748046898
1999,8,Tmax,22.698541259765648
1999,9,Tmax,20.041955566406276
1999,10,Tmax,10.259179687500025
1999,11,Tmax,2.8389831542968977
1999,12,Tmax,-2.8515380859374773
2000,1,Tmax,-6.236364746093727
2000,2,Tmax,-4.422949218749977
2000,3,Tmax,-0.4543212890624772
2000,4,Tmax,4.524377441406273
2000,5,Tmax,13.912042236328148
2000,6,Tmax,18.286340332031276
2000,7,Tmax,21.8195739746094
2000,8,Tmax,20.502862548828148
2000,9,Tmax,13.209558105468773
2000,10,Tmax,9.672326660156273
2000,11,Tmax,1.3155761718750227
2000,12,Tmax,-8.009771728515602
2001,1,Tmax,-12.296759033203102
2001,2,Tmax,-9.519842529296852
