year,month,day,Variable,eco1
1976,12,19,Tmax,-1.5624145507812273
1976,12,20,Tmax,-9.009954833984352
1976,12,21,Tmax,-14.888586425781227
1976,12,22,Tmax,-15.092596435546852
1976,12,23,Tmax,-7.543646240234352
1976,12,24,Tmax,-1.4235595703124773
1976,12,25,Tmax,-4.036596679687477
1976,12,26,Tmax,-6.293676757812477
1976,12,27,Tmax,-1.7101196289062273
1976,12,28,Tmax,-1.4735778808593523
1976,12,29,Tmax,-6.175634765624977
1976,12,30,Tmax,0.8718505859375227
1976,12,31,Tmax,-2.2020629882812273
1977,1,1,Tmax,-7.268103027343727
1977,1,2,Tmax,-17.663153076171852
1977,1,3,Tmax,-11.331488037109352
1977,1,4,Tmax,-12.264929199218727
1977,1,5,Tmax,-11.056982421874977
1977,1,6,Tmax,-11.712103271484352
1977,1,7,Tmax,-4.944616699218727
1977,1,8,Tmax,-3.3914245605468523
1977,1,9,Tmax,-8.800268554687477
1977,1,10,Tmax,-5.700811767578102
1977,1,11,Tmax,-8.055487060546852
1977,1,12,Tmax,-7.738928222656227
1977,1,13,Tmax,-14.406225585937477
1977,1,14,Tmax,-16.386602783203102
1977,1,15,Tmax,-12.209936523437477
1977,1,16,Tmax,-10.824743652343727
1977,1,17,Tmax,-13.928564453124977
1977,1,18,Tmax,-4.680181884765602
1977,1,19,Tmax,-3.1538757324218523
1977,1,20,Tmax,-12.652471923828102
1977,1,21,Tmax,-20.888815307617165
1977,1,22,Tmax,-12.610510253906227
1977,1,23,Tmax,0.26381835937502274
1977,1,24,Tmax,0.5377136230468977
1977,1,25,Tmax,3.5104309082031477
1977,1,26,Tmax,2.4655395507812727
1977,1,27,Tmax,3.3065734863281477
1977,1,28,Tmax,-1.5708374023437273
1977,1,29,Tmax,-3.4611877441406023
1977,1,30,Tmax,-0.10004272460935226
1977,1,31,Tmax,-0.5513366699218523
1977,2,1,Tmax,3.4941650390625227
1977,2,2,Tmax,3.4698120117187727
1977,2,3,Tmax,-14.716925048828102
1977,2,4,Tmax,-16.025793457031227
1977,2,5,Tmax,-12.097021484374977
1977,2,6,Tmax,-16.442327880859352
1977,2,7,Tmax,-13.422308349609352
1977,2,8,Tmax,-6.171850585937477
1977,2,9,Tmax,1.8187805175781477
1977,2,10,Tmax,6.616082763671898
1977,2,11,Tmax,7.776849365234398
1977,2,12,Tmax,5.579949951171898
1977,2,13,Tmax,2.4390197753906477
1977,2,14,Tmax,-4.903936767578102
1977,2,15,Tmax,-7.344915771484352
1977,2,16,Tmax,-9.256903076171852
1977,2,17,Tmax,-7.122045898437477
1977,2,18,Tmax,-3.0510314941406023
1977,2,19,Tmax,0.9292541503906477
1977,2,20,Tmax,0.9750610351562727
1977,2,21,Tmax,0.28759155273439774
1977,2,22,Tmax,-6.897344970703102
1977,2,23,Tmax,-2.3832153320312273
1977,2,24,Tmax,2.9025207519531477
1977,2,25,Tmax,-0.8385986328124773
1977,2,26,Tmax,-1.8923400878906023
1977,2,27,Tmax,-1.9767211914062273
1977,2,28,Tmax,-0.43292846679685226
1977,3,1,Tmax,-0.024389648437477263
1977,3,2,Tmax,-11.964788818359352
1977,3,3,Tmax,-12.608923339843727
1977,3,4,Tmax,-4.200567626953102
1977,3,5,Tmax,0.35357055664064774
1977,3,6,Tmax,5.597802734375023
1977,3,7,Tmax,3.9941345214843977
1977,3,8,Tmax,4.543939208984398
1977,3,9,Tmax,-0.45255126953122726
1977,3,10,Tmax,-6.520422363281227
1977,3,11,Tmax,-4.441351318359352
1977,3,12,Tmax,0.5530029296875227
1977,3,13,Tmax,3.5372863769531477
1977,3,14,Tmax,5.732568359375023
1977,3,15,Tmax,5.430627441406273
1977,3,16,Tmax,1.0091796875000227
1977,3,17,Tmax,-2.6504272460937273
1977,3,18,Tmax,-1.2863220214843523
1977,3,19,Tmax,1.5397277832031477
1977,3,20,Tmax,3.2472167968750227
1977,3,21,Tmax,5.907373046875023
1977,3,22,Tmax,2.2551818847656477
1977,3,23,Tmax,0.8366333007812727
1977,3,24,Tmax,-1.5046142578124773
1977,3,25,Tmax,3.5966125488281477
1977,3,26,Tmax,7.729394531250023
1977,3,27,Tmax,5.498559570312523
1977,3,28,Tmax,6.246453857421898
1977,3,29,Tmax,3.0837646484375227
1977,3,30,Tmax,8.343621826171898
1977,3,31,Tmax,1.2702575683593977
1977,4,1,Tmax,1.1963439941406477
1977,4,2,Tmax,5.748315429687523
1977,4,3,Tmax,5.266900634765648
1977,4,4,Tmax,7.434381103515648
1977,4,5,Tmax,11.569421386718773
1977,4,6,Tmax,6.901452636718773
1977,4,7,Tmax,7.740563964843773
1977,4,8,Tmax,10.581903076171898
1977,4,9,Tmax,5.123864746093773
1977,4,10,Tmax,2.4368225097656477
1977,4,11,Tmax,8.123101806640648
1977,4,12,Tmax,10.772729492187523
1977,4,13,Tmax,13.474816894531273
1977,4,14,Tmax,17.044763183593773
1977,4,15,Tmax,16.568475341796898
1977,4,16,Tmax,13.328942871093773
1977,4,17,Tmax,18.208398437500023
1977,4,18,Tmax,17.938470458984398
1977,4,19,Tmax,15.894006347656273
1977,4,20,Tmax,17.937432861328148
1977,4,21,Tmax,17.821801757812523
1977,4,22,Tmax,21.387841796875023
1977,4,23,Tmax,23.265740966796898
1977,4,24,Tmax,25.077783203125023
1977,4,25,Tmax,19.909295654296898
1977,4,26,Tmax,17.787927246093773
1977,4,27,Tmax,17.826196289062523
1977,4,28,Tmax,17.200738525390648
1977,4,29,Tmax,13.786614990234398
1977,4,30,Tmax,16.081689453125023
1977,5,1,Tmax,16.857476806640648
1977,5,2,Tmax,10.349938964843773
1977,5,3,Tmax,11.007073974609398
1977,5,4,Tmax,13.359277343750023
1977,5,5,Tmax,8.143762207031273
1977,5,6,Tmax,5.112969970703148
1977,5,7,Tmax,8.109307861328148
1977,5,8,Tmax,15.187158203125023
1977,5,9,Tmax,14.024682617187523
1977,5,10,Tmax,14.720269775390648
1977,5,11,Tmax,14.210870361328148
1977,5,12,Tmax,13.714532470703148
1977,5,13,Tmax,11.273431396484398
1977,5,14,Tmax,15.659997558593773
1977,5,15,Tmax,16.182458496093773
1977,5,16,Tmax,11.599572753906273
1977,5,17,Tmax,19.648004150390648
1977,5,18,Tmax,25.359307861328148
1977,5,19,Tmax,21.626336669921898
1977,5,20,Tmax,17.469873046875023
1977,5,21,Tmax,15.298242187500023
1977,5,22,Tmax,9.750238037109398
1977,5,23,Tmax,13.233544921875023
1977,5,24,Tmax,17.048547363281273
1977,5,25,Tmax,21.268609619140648
1977,5,26,Tmax,23.937249755859398
1977,5,27,Tmax,24.492761230468773
1977,5,28,Tmax,25.328668212890648
1977,5,29,Tmax,28.598901367187523
1977,5,30,Tmax,29.617395019531273
1977,5,31,Tmax,28.828790283203148
1977,6,1,Tmax,22.727929687500023
1977,6,2,Tmax,16.395166015625023
1977,6,3,Tmax,11.138635253906273
1977,6,4,Tmax,17.797113037109398
1977,6,5,Tmax,21.639398193359398
1977,6,6,Tmax,28.349267578125023
1977,6,7,Tmax,21.421228027343773
1977,6,8,Tmax,23.267785644531273
1977,6,9,Tmax,23.289758300781273
1977,6,10,Tmax,21.098535156250023
1977,6,11,Tmax,18.062554931640648
1977,6,12,Tmax,26.109429931640648
1977,6,13,Tmax,28.684747314453148
1977,6,14,Tmax,29.768609619140648
1977,6,15,Tmax,26.821801757812523
1977,6,16,Tmax,26.352563476562523
1977,6,17,Tmax,17.849481201171898
1977,6,18,Tmax,20.622949218750023
1977,6,19,Tmax,22.752801513671898
1977,6,20,Tmax,21.680200195312523
1977,6,21,Tmax,18.338739013671898
1977,6,22,Tmax,13.474542236328148
1977,6,23,Tmax,22.710748291015648
1977,6,24,Tmax,24.685601806640648
1977,6,25,Tmax,20.511071777343773
1977,6,26,Tmax,20.412744140625023
1977,6,27,Tmax,18.117944335937523
1977,6,28,Tmax,25.479516601562523
1977,6,29,Tmax,19.327142333984398
1977,6,30,Tmax,18.913262939453148
1977,7,1,Tmax,23.349542236328148
1977,7,2,Tmax,27.062768554687523
1977,7,3,Tmax,24.775598144531273
1977,7,4,Tmax,23.887689208984398
1977,7,5,Tmax,31.908685302734398
1977,7,6,Tmax,25.757043457031273
1977,7,7,Tmax,27.577447509765648
1977,7,8,Tmax,21.905969238281273
1977,7,9,Tmax,19.080804443359398
1977,7,10,Tmax,24.081384277343773
1977,7,11,Tmax,25.089471435546898
1977,7,12,Tmax,28.866265869140648
1977,7,13,Tmax,27.783197021484398
1977,7,14,Tmax,20.212396240234398
1977,7,15,Tmax,26.317987060546898
1977,7,16,Tmax,23.957543945312523
1977,7,17,Tmax,29.621240234375023
1977,7,18,Tmax,30.828942871093773
1977,7,19,Tmax,21.708184814453148
1977,7,20,Tmax,17.113153076171898
1977,7,21,Tmax,26.559533691406273
1977,7,22,Tmax,29.052392578125023
1977,7,23,Tmax,21.672448730468773
1977,7,24,Tmax,17.799188232421898
1977,7,25,Tmax,17.343408203125023
1977,7,26,Tmax,24.435540771484398
1977,7,27,Tmax,18.545434570312523
1977,7,28,Tmax,17.304223632812523
1977,7,29,Tmax,21.878472900390648
1977,7,30,Tmax,24.032464599609398
1977,7,31,Tmax,26.595422363281273
1977,8,1,Tmax,27.755883789062523
1977,8,2,Tmax,26.616601562500023
1977,8,3,Tmax,19.389916992187523
1977,8,4,Tmax,16.198632812500023
1977,8,5,Tmax,16.121667480468773
1977,8,6,Tmax,24.901239013671898
1977,8,7,Tmax,27.400842285156273
1977,8,8,Tmax,24.546258544921898
1977,8,9,Tmax,26.628747558593773
1977,8,10,Tmax,28.455865478515648
1977,8,11,Tmax,24.756097412109398
1977,8,12,Tmax,19.554986572265648
1977,8,13,Tmax,23.484979248046898
1977,8,14,Tmax,22.953607177734398
1977,8,15,Tmax,17.171685791015648
1977,8,16,Tmax,16.648339843750023
1977,8,17,Tmax,22.274346923828148
1977,8,18,Tmax,24.938775634765648
1977,8,19,Tmax,26.698999023437523
1977,8,20,Tmax,18.516687011718773
1977,8,21,Tmax,25.397363281250023
1977,8,22,Tmax,27.040277099609398
1977,8,23,Tmax,26.678948974609398
1977,8,24,Tmax,22.010461425781273
1977,8,25,Tmax,21.740808105468773
1977,8,26,Tmax,25.980615234375023
1977,8,27,Tmax,16.623406982421898
1977,8,28,Tmax,18.066094970703148
1977,8,29,Tmax,18.229943847656273
1977,8,30,Tmax,21.242700195312523
1977,8,31,Tmax,22.218560791015648
1977,9,1,Tmax,20.058251953125023
1977,9,2,Tmax,15.440881347656273
1977,9,3,Tmax,15.125451660156273
1977,9,4,Tmax,18.662255859375023
1977,9,5,Tmax,15.716241455078148
1977,9,6,Tmax,14.521203613281273
1977,9,7,Tmax,11.587884521484398
1977,9,8,Tmax,11.983789062500023
1977,9,9,Tmax,12.933770751953148
1977,9,10,Tmax,10.572625732421898
1977,9,11,Tmax,10.395745849609398
1977,9,12,Tmax,9.887750244140648
1977,9,13,Tmax,10.148858642578148
1977,9,14,Tmax,10.002038574218773
1977,9,15,Tmax,18.075860595703148
1977,9,16,Tmax,11.002404785156273
1977,9,17,Tmax,13.964196777343773
1977,9,18,Tmax,18.668786621093773
1977,9,19,Tmax,17.546044921875023
1977,9,20,Tmax,26.190179443359398
1977,9,21,Tmax,20.484368896484398
1977,9,22,Tmax,16.393365478515648
1977,9,23,Tmax,8.863580322265648
1977,9,24,Tmax,9.605401611328148
1977,9,25,Tmax,8.036462402343773
1977,9,26,Tmax,10.768670654296898
1977,9,27,Tmax,18.424127197265648
1977,9,28,Tmax,9.879846191406273
1977,9,29,Tmax,3.0281005859375227
1977,9,30,Tmax,5.784814453125023
1977,10,1,Tmax,2.9193664550781477
1977,10,2,Tmax,7.373956298828148
1977,10,3,Tmax,7.419610595703148
1977,10,4,Tmax,14.637231445312523
1977,10,5,Tmax,8.252282714843773
1977,10,6,Tmax,13.932366943359398
1977,10,7,Tmax,17.216516113281273
1977,10,8,Tmax,15.904504394531273
1977,10,9,Tmax,15.072076416015648
1977,10,10,Tmax,11.344934082031273
1977,10,11,Tmax,14.736169433593773
1977,10,12,Tmax,17.288873291015648
1977,10,13,Tmax,15.871697998046898
1977,10,14,Tmax,16.588189697265648
1977,10,15,Tmax,16.614190673828148
1977,10,16,Tmax,20.923913574218773
1977,10,17,Tmax,13.441247558593773
1977,10,18,Tmax,16.274011230468773
1977,10,19,Tmax,18.294915771484398
1977,10,20,Tmax,22.059686279296898
1977,10,21,Tmax,10.749566650390648
1977,10,22,Tmax,7.910943603515648
1977,10,23,Tmax,14.575982666015648
1977,10,24,Tmax,14.132684326171898
1977,10,25,Tmax,9.309747314453148
1977,10,26,Tmax,6.926965332031273
1977,10,27,Tmax,6.065423583984398
1977,10,28,Tmax,-1.7063964843749773
1977,10,29,Tmax,-1.6270812988281023
1977,10,30,Tmax,-1.6707214355468523
1977,10,31,Tmax,-1.6125854492187273
1977,11,1,Tmax,-2.8878845214843523
1977,11,2,Tmax,-3.7475341796874773
1977,11,3,Tmax,-5.048681640624977
1977,11,4,Tmax,3.0913635253906477
1977,11,5,Tmax,2.3304382324218977
1977,11,6,Tmax,2.5973144531250227
1977,11,7,Tmax,3.0879455566406477
1977,11,8,Tmax,1.2137390136718977
1977,11,9,Tmax,3.2658020019531477
1977,11,10,Tmax,4.263055419921898
1977,11,11,Tmax,5.635003662109398
1977,11,12,Tmax,3.5735717773437727
1977,11,13,Tmax,2.9788146972656477
1977,11,14,Tmax,2.2434631347656477
1977,11,15,Tmax,2.3653198242187727
1977,11,16,Tmax,2.0151000976562727
1977,11,17,Tmax,-0.29520263671872726
1977,11,18,Tmax,-7.959570312499977
1977,11,19,Tmax,-7.477911376953102
1977,11,20,Tmax,-9.117102050781227
1977,11,21,Tmax,-7.991735839843727
1977,11,22,Tmax,-16.456579589843727
1977,11,23,Tmax,-14.349768066406227
1977,11,24,Tmax,-13.545904541015602
1977,11,25,Tmax,-8.071112060546852
1977,11,26,Tmax,-8.372045898437477
1977,11,27,Tmax,-7.749334716796852
1977,11,28,Tmax,-8.517187499999977
1977,11,29,Tmax,-7.643316650390602
1977,11,30,Tmax,-6.636175537109352
1977,12,1,Tmax,-7.484136962890602
1977,12,2,Tmax,-8.942449951171852
1977,12,3,Tmax,-8.829412841796852
1977,12,4,Tmax,-7.470617675781227
1977,12,5,Tmax,-5.388342285156227
1977,12,6,Tmax,-4.705297851562477
1977,12,7,Tmax,-9.350958251953102
1977,12,8,Tmax,-8.354376220703102
1977,12,9,Tmax,-5.965002441406227
1977,12,10,Tmax,-11.653021240234352
1977,12,11,Tmax,-13.247412109374977
1977,12,12,Tmax,-18.806860351562477
1977,12,13,Tmax,-14.789160156249977
1977,12,14,Tmax,-13.297033691406227
1977,12,15,Tmax,-9.904241943359352
1977,12,16,Tmax,-8.228399658203102
1977,12,17,Tmax,-7.290350341796852
1977,12,18,Tmax,-12.285284423828102
1977,12,19,Tmax,-20.380941772460915
1977,12,20,Tmax,-17.147833251953102
1977,12,21,Tmax,-21.544821166992165
1977,12,22,Tmax,-18.728491210937477
1977,12,23,Tmax,-19.306295776367165
1977,12,24,Tmax,-15.733435058593727
1977,12,25,Tmax,-12.940466308593727
1977,12,26,Tmax,-3.1531433105468523
1977,12,27,Tmax,-2.6002563476562273
1977,12,28,Tmax,-1.8237976074218523
1977,12,29,Tmax,-0.08908691406247726
1977,12,30,Tmax,-1.2399963378906023
1977,12,31,Tmax,-5.170568847656227
1978,1,1,Tmax,-5.940863037109352
1978,1,2,Tmax,-5.819189453124977
1978,1,3,Tmax,-3.9230407714843523
1978,1,4,Tmax,-2.4338439941406023
1978,1,5,Tmax,-9.926519775390602
1978,1,6,Tmax,-3.0860351562499773
1978,1,7,Tmax,-3.1147827148437273
1978,1,8,Tmax,-6.640356445312477
1978,1,9,Tmax,-2.5341552734374773
1978,1,10,Tmax,-0.32428588867185226
1978,1,11,Tmax,-2.1766723632812273
1978,1,12,Tmax,-7.606542968749977
1978,1,13,Tmax,-8.059576416015602
1978,1,14,Tmax,-2.6859191894531023
1978,1,15,Tmax,-3.1945861816406023
1978,1,16,Tmax,-2.6481079101562273
1978,1,17,Tmax,0.004693603515647737
1978,1,18,Tmax,-0.12128295898435226
1978,1,19,Tmax,-4.974188232421852
1978,1,20,Tmax,-1.7188476562499773
1978,1,21,Tmax,-4.707220458984352
1978,1,22,Tmax,-5.880834960937477
1978,1,23,Tmax,-24.564581298828102
1978,1,24,Tmax,-19.949362182617165
1978,1,25,Tmax,-15.691137695312477
1978,1,26,Tmax,-14.594183349609352
1978,1,27,Tmax,-13.616979980468727
1978,1,28,Tmax,-9.641027832031227
1978,1,29,Tmax,-9.788977050781227
1978,1,30,Tmax,-11.419348144531227
1978,1,31,Tmax,-7.832189941406227
1978,2,1,Tmax,-2.2652648925781023
1978,2,2,Tmax,-1.4241699218749773
1978,2,3,Tmax,-2.7205871582031023
1978,2,4,Tmax,-7.001806640624977
1978,2,5,Tmax,-3.4728149414062273
1978,2,6,Tmax,4.986016845703148
1978,2,7,Tmax,-13.118139648437477
1978,2,8,Tmax,-13.998754882812477
1978,2,9,Tmax,-8.857305908203102
1978,2,10,Tmax,-8.270819091796852
1978,2,11,Tmax,-4.854772949218727
1978,2,12,Tmax,1.9853454589843977
1978,2,13,Tmax,-1.8945068359374773
1978,2,14,Tmax,-2.7295593261718523
1978,2,15,Tmax,-2.1772521972656023
1978,2,16,Tmax,4.911004638671898
1978,2,17,Tmax,0.8626953125000227
1978,2,18,Tmax,-3.2609924316406023
1978,2,19,Tmax,-0.20935668945310226
1978,2,20,Tmax,-1.4731811523437273
1978,2,21,Tmax,-12.316595458984352
1978,2,22,Tmax,-11.543157958984352
1978,2,23,Tmax,-8.789892578124977
1978,2,24,Tmax,-0.13355102539060226
1978,2,25,Tmax,1.9259887695312727
1978,2,26,Tmax,3.6889892578125227
1978,2,27,Tmax,-2.9010375976562273
1978,2,28,Tmax,-15.169927978515602
1978,3,1,Tmax,-10.094793701171852
1978,3,2,Tmax,-1.2839416503906023
1978,3,3,Tmax,-0.47974243164060226
1978,3,4,Tmax,-3.3286193847656023
1978,3,5,Tmax,-3.1797546386718523
1978,3,6,Tmax,2.5682922363281477
1978,3,7,Tmax,1.0011230468750227
1978,3,8,Tmax,0.37963256835939774
1978,3,9,Tmax,-10.421301269531227
1978,3,10,Tmax,-4.039373779296852
1978,3,11,Tmax,5.728845214843773
1978,3,12,Tmax,-0.6239379882812273
1978,3,13,Tmax,2.6101013183593977
1978,3,14,Tmax,1.3433776855468977
1978,3,15,Tmax,0.7553039550781477
1978,3,16,Tmax,2.8441101074218977
1978,3,17,Tmax,0.13854370117189774
1978,3,18,Tmax,4.396691894531273
1978,3,19,Tmax,6.293786621093773
1978,3,20,Tmax,0.49263916015627274
1978,3,21,Tmax,-6.316046142578102
1978,3,22,Tmax,2.3470092773437727
1978,3,23,Tmax,6.251367187500023
1978,3,24,Tmax,4.004357910156273
1978,3,25,Tmax,0.5696044921875227
1978,3,26,Tmax,-0.8352722167968523
1978,3,27,Tmax,3.3145690917968977
1978,3,28,Tmax,-0.41669311523435226
1978,3,29,Tmax,-2.6881469726562273
1978,3,30,Tmax,5.543267822265648
1978,3,31,Tmax,8.529656982421898
1978,4,1,Tmax,15.013635253906273
1978,4,2,Tmax,15.366387939453148
1978,4,3,Tmax,4.935021972656273
1978,4,4,Tmax,4.210412597656273
1978,4,5,Tmax,4.355645751953148
1978,4,6,Tmax,7.393518066406273
1978,4,7,Tmax,7.769769287109398
1978,4,8,Tmax,9.863732910156273
1978,4,9,Tmax,10.653344726562523
1978,4,10,Tmax,8.708825683593773
1978,4,11,Tmax,11.660302734375023
1978,4,12,Tmax,9.609277343750023
1978,4,13,Tmax,10.040948486328148
1978,4,14,Tmax,3.8648620605468977
1978,4,15,Tmax,7.923883056640648
1978,4,16,Tmax,5.701837158203148
1978,4,17,Tmax,9.440576171875023
1978,4,18,Tmax,16.158258056640648
1978,4,19,Tmax,22.885583496093773
1978,4,20,Tmax,16.346246337890648
1978,4,21,Tmax,10.382073974609398
1978,4,22,Tmax,18.854882812500023
1978,4,23,Tmax,21.624322509765648
1978,4,24,Tmax,19.467858886718773
1978,4,25,Tmax,15.496087646484398
1978,4,26,Tmax,13.351953125000023
1978,4,27,Tmax,18.734735107421898
1978,4,28,Tmax,24.423608398437523
1978,4,29,Tmax,20.794274902343773
1978,4,30,Tmax,12.371759033203148
1978,5,1,Tmax,9.995721435546898
1978,5,2,Tmax,11.382562255859398
1978,5,3,Tmax,15.642419433593773
1978,5,4,Tmax,20.442346191406273
1978,5,5,Tmax,19.856439208984398
1978,5,6,Tmax,19.651300048828148
1978,5,7,Tmax,20.758416748046898
1978,5,8,Tmax,17.407647705078148
1978,5,9,Tmax,11.358941650390648
1978,5,10,Tmax,11.961114501953148
1978,5,11,Tmax,20.009393310546898
1978,5,12,Tmax,23.121697998046898
1978,5,13,Tmax,17.232293701171898
1978,5,14,Tmax,13.124902343750023
1978,5,15,Tmax,13.984704589843773
1978,5,16,Tmax,16.061059570312523
1978,5,17,Tmax,8.702600097656273
1978,5,18,Tmax,20.223474121093773
1978,5,19,Tmax,20.547021484375023
1978,5,20,Tmax,20.825585937500023
1978,5,21,Tmax,22.224114990234398
1978,5,22,Tmax,16.736444091796898
1978,5,23,Tmax,15.193383789062523
1978,5,24,Tmax,18.340325927734398
1978,5,25,Tmax,18.298089599609398
1978,5,26,Tmax,21.409539794921898
1978,5,27,Tmax,23.973840332031273
1978,5,28,Tmax,18.457299804687523
1978,5,29,Tmax,19.662652587890648
1978,5,30,Tmax,21.427209472656273
1978,5,31,Tmax,23.410150146484398
1978,6,1,Tmax,25.951593017578148
1978,6,2,Tmax,24.791772460937523
1978,6,3,Tmax,26.711236572265648
1978,6,4,Tmax,22.278619384765648
1978,6,5,Tmax,20.035729980468773
1978,6,6,Tmax,18.823510742187523
1978,6,7,Tmax,22.054467773437523
1978,6,8,Tmax,17.269830322265648
1978,6,9,Tmax,14.913537597656273
1978,6,10,Tmax,23.265161132812523
1978,6,11,Tmax,26.247796630859398
1978,6,12,Tmax,21.714227294921898
1978,6,13,Tmax,17.679315185546898
1978,6,14,Tmax,17.099206542968773
1978,6,15,Tmax,20.145318603515648
1978,6,16,Tmax,21.174127197265648
1978,6,17,Tmax,13.370416259765648
1978,6,18,Tmax,18.029534912109398
1978,6,19,Tmax,21.221612548828148
1978,6,20,Tmax,22.988214111328148
1978,6,21,Tmax,28.012933349609398
1978,6,22,Tmax,26.325006103515648
1978,6,23,Tmax,23.775170898437523
1978,6,24,Tmax,22.310357666015648
1978,6,25,Tmax,17.859979248046898
1978,6,26,Tmax,28.503747558593773
1978,6,27,Tmax,21.511590576171898
1978,6,28,Tmax,30.403833007812523
1978,6,29,Tmax,25.873956298828148
1978,6,30,Tmax,20.790917968750023
1978,7,1,Tmax,25.630090332031273
1978,7,2,Tmax,23.969049072265648
1978,7,3,Tmax,18.309411621093773
1978,7,4,Tmax,24.806237792968773
1978,7,5,Tmax,27.372888183593773
1978,7,6,Tmax,28.323571777343773
1978,7,7,Tmax,26.200128173828148
1978,7,8,Tmax,22.553430175781273
1978,7,9,Tmax,28.053399658203148
1978,7,10,Tmax,21.941461181640648
1978,7,11,Tmax,21.164117431640648
1978,7,12,Tmax,28.395501708984398
1978,7,13,Tmax,29.938867187500023
1978,7,14,Tmax,30.658471679687523
1978,7,15,Tmax,30.645806884765648
1978,7,16,Tmax,30.219934082031273
1978,7,17,Tmax,30.515313720703148
1978,7,18,Tmax,28.326959228515648
1978,7,19,Tmax,27.921685791015648
1978,7,20,Tmax,28.673577880859398
1978,7,21,Tmax,30.443200683593773
1978,7,22,Tmax,28.747064208984398
1978,7,23,Tmax,30.421746826171898
1978,7,24,Tmax,34.85292968750002
1978,7,25,Tmax,33.21795043945315
1978,7,26,Tmax,31.035089111328148
1978,7,27,Tmax,30.110406494140648
1978,7,28,Tmax,25.080834960937523
1978,7,29,Tmax,29.671472167968773
1978,7,30,Tmax,27.908258056640648
1978,7,31,Tmax,25.997766113281273
1978,8,1,Tmax,20.057031250000023
1978,8,2,Tmax,25.057336425781273
1978,8,3,Tmax,28.021844482421898
1978,8,4,Tmax,28.378137207031273
1978,8,5,Tmax,29.323175048828148
1978,8,6,Tmax,21.428552246093773
1978,8,7,Tmax,19.007501220703148
1978,8,8,Tmax,23.655206298828148
1978,8,9,Tmax,27.539880371093773
1978,8,10,Tmax,20.649255371093773
1978,8,11,Tmax,25.384729003906273
1978,8,12,Tmax,20.817651367187523
1978,8,13,Tmax,23.496057128906273
1978,8,14,Tmax,24.695306396484398
1978,8,15,Tmax,16.576684570312523
1978,8,16,Tmax,28.660363769531273
1978,8,17,Tmax,22.159082031250023
1978,8,18,Tmax,27.993798828125023
1978,8,19,Tmax,20.092126464843773
1978,8,20,Tmax,18.020471191406273
1978,8,21,Tmax,18.621331787109398
1978,8,22,Tmax,20.161035156250023
1978,8,23,Tmax,22.828210449218773
1978,8,24,Tmax,23.711450195312523
1978,8,25,Tmax,22.336755371093773
1978,8,26,Tmax,16.203424072265648
1978,8,27,Tmax,13.034020996093773
1978,8,28,Tmax,19.601556396484398
1978,8,29,Tmax,25.096917724609398
1978,8,30,Tmax,24.069055175781273
1978,8,31,Tmax,19.973260498046898
1978,9,1,Tmax,21.441369628906273
1978,9,2,Tmax,21.227197265625023
1978,9,3,Tmax,17.747399902343773
1978,9,4,Tmax,15.493829345703148
1978,9,5,Tmax,15.788171386718773
1978,9,6,Tmax,19.856988525390648
1978,9,7,Tmax,26.112268066406273
1978,9,8,Tmax,15.412255859375023
1978,9,9,Tmax,19.284234619140648
1978,9,10,Tmax,22.782830810546898
1978,9,11,Tmax,25.254876708984398
1978,9,12,Tmax,26.213647460937523
1978,9,13,Tmax,24.670892333984398
1978,9,14,Tmax,18.718377685546898
1978,9,15,Tmax,19.315026855468773
1978,9,16,Tmax,20.961846923828148
1978,9,17,Tmax,14.515100097656273
1978,9,18,Tmax,13.151635742187523
1978,9,19,Tmax,14.618341064453148
1978,9,20,Tmax,13.587518310546898
1978,9,21,Tmax,9.952966308593773
1978,9,22,Tmax,13.764062500000023
1978,9,23,Tmax,16.636834716796898
1978,9,24,Tmax,17.580804443359398
1978,9,25,Tmax,19.539666748046898
1978,9,26,Tmax,19.304071044921898
1978,9,27,Tmax,13.162011718750023
1978,9,28,Tmax,16.090600585937523
1978,9,29,Tmax,21.794244384765648
1978,9,30,Tmax,26.837701416015648
1978,10,1,Tmax,25.799584960937523
1978,10,2,Tmax,19.615075683593773
1978,10,3,Tmax,13.622186279296898
1978,10,4,Tmax,7.808435058593773
1978,10,5,Tmax,6.674645996093773
1978,10,6,Tmax,11.207025146484398
1978,10,7,Tmax,16.042321777343773
1978,10,8,Tmax,12.306726074218773
1978,10,9,Tmax,16.192193603515648
1978,10,10,Tmax,16.568231201171898
1978,10,11,Tmax,9.007257080078148
1978,10,12,Tmax,15.642114257812523
1978,10,13,Tmax,16.973657226562523
1978,10,14,Tmax,6.822961425781273
1978,10,15,Tmax,8.701776123046898
1978,10,16,Tmax,9.582391357421898
1978,10,17,Tmax,11.268395996093773
1978,10,18,Tmax,13.360955810546898
1978,10,19,Tmax,17.655664062500023
1978,10,20,Tmax,15.724542236328148
1978,10,21,Tmax,15.298303222656273
1978,10,22,Tmax,13.937829589843773
1978,10,23,Tmax,14.063073730468773
1978,10,24,Tmax,13.011987304687523
1978,10,25,Tmax,7.066949462890648
1978,10,26,Tmax,2.5193115234375227
1978,10,27,Tmax,2.4499145507812727
1978,10,28,Tmax,2.5433593750000227
1978,10,29,Tmax,5.222039794921898
1978,10,30,Tmax,7.473657226562523
1978,10,31,Tmax,6.567254638671898
1978,11,1,Tmax,6.389001464843773
