Year,Month,Variable,eco1
1825,11,Tmin,-7.00152410691782
1825,12,Tmin,-15.142557156470492
1826,1,Tmin,-18.761801147460915
1826,2,Tmin,-18.65744924237649
1826,3,Tmin,-14.483533502394131
1826,4,Tmin,-6.545608225176388
1826,5,Tmin,1.1979742234753252
1826,6,Tmin,7.791109934160809
1826,7,Tmin,11.796916149508592
1826,8,Tmin,10.496582818800427
1826,9,Tmin,6.038708889868975
1826,10,Tmin,0.0929317351310711
1826,11,Tmin,-7.00152410691782
1826,12,Tmin,-15.142557156470492
1827,1,Tmin,-18.761801147460915
1827,2,Tmin,-18.65744924237649
1827,3,Tmin,-14.483533502394131
1827,4,Tmin,-6.545608225176388
1827,5,Tmin,1.1979742234753252
1827,6,Tmin,7.791109934160809
1827,7,Tmin,11.796916149508592
1827,8,Tmin,10.496582818800427
1827,9,Tmin,6.038708889868975
1827,10,Tmin,0.0929317351310711
1827,11,Tmin,-7.00152410691782
1827,12,Tmin,-15.142557156470492
1828,1,Tmin,-18.761801147460915
1828,2,Tmin,-18.65744924237649
1828,3,Tmin,-14.483533502394131
1828,4,Tmin,-6.545608225176388
1828,5,Tmin,1.1979742234753252
1828,6,Tmin,7.791109934160809
1828,7,Tmin,11.796916149508592
1828,8,Tmin,10.496582818800427
1828,9,Tmin,6.038708889868975
1828,10,Tmin,0.0929317351310711
1828,11,Tmin,-7.00152410691782
1828,12,Tmin,-15.142557156470492
1829,1,Tmin,-18.761801147460915
1829,2,Tmin,-18.65744924237649
